cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
7jftz63b,,WHO,The flow physics of COVID-19,,,,unk,"Flow physics plays a key role in nearly every facet of the COVID-19 pandemic. This includes the generation and aerosolization of virus-laden respiratory droplets from a host, its airborne dispersion and deposition on surfaces, as well as the subsequent inhalation of these bioaerosols by unsuspecting recipients. Fluid dynamics is also key to preventative measures such as the use of face masks, hand washing, ventilation of indoor environments and even social distancing. This article summarizes what we know and, more importantly, what we need to learn about the science underlying these issues so that we are better prepared to tackle the next outbreak of COVID-19 or a similar disease.",2020,"Mittal, Rajat; Ni, Rui; Seo, Jung-Hee",J. Fluid Mech.,,#153912,,,,,215827809.0
lm90kdnb,,WHO,Epidemiological and Clinical Aspects of COVID-19;a Narrative Review,,,,unk,"There are significant misconceptions and many obstacles in the way of illuminating the epidemiological and clinical aspects of COVID-19 as a new emerging epidemic In addition, usefulness of some evidence published in the context of the recent epidemic for decision making in clinic as well as public health is questionable However, misinterpreting or ignoring strong evidence in clinical practice and public health probably results in less effective and somehow more harmful decisions for individuals as well as subgroups in general populations of countries in the initial stages of this epidemic Accordingly, our narrative review appraised epidemiological and clinical aspects of the disease including genetic diversity of coronavirus genus, mode of transmission, incubation period, infectivity, pathogenicity, virulence, immunogenicity, diagnosis, surveillance, clinical case management and also successful measures for preventing its spread in some communities",2020,"Kolifarhood, Goodarz; Aghaali, Mohammad; Mozafar Saadati, Hossein; Taherpour, Niloufar; Rahimi, Sajjad; Izadi, Neda; Hashemi Nazari, Seyed Saeed",Arch Acad Emerg Med,,#45337,,,,,215128734.0
zheovop9,,WHO,Recommendations for intensive care therapy of patients with COVID-19/ Empfehlungen zur intensivmedizinischen Therapie von Patienten mit COVID-19,,,,unk,,2020,"Kluge, Stefan; Janssens, U.; Welte, T.; Weber-Carstens, S.; Marx, G.; Karagiannidis, C.",Atemwegs- Lungenkr.,,#71584,,,,,212682345.0
z03ousdq,,WHO,Impact of elexacaftor/tezacaftor/ivacaftor therapy use on pulmonary exacerbation rates during the COVID-19 pandemic,10.1016/s1569-1993(21)01602-7,,,unk,,2021,"Menten, E.; Saroya, T.; DiMango, E.; Keating, C.",Journal of Cystic Fibrosis,,#covidwho-1454663,,,,https://doi.org/10.1016/s1569-1993(21)01602-7,239244580.0
4j96kqt8,6a0aec49d3d84eb3cc117420c0247e619c592c02,Medline; PMC; WHO,Quality of biosafety guidelines for dental clinical practice throughout the world in the early COVID-19 pandemic: a systematic review,10.4178/epih.e2021089,PMC8920742,34696570.0,cc-by,"OBJECTIVES: To conduct a systematic review of coronavirus disease 2019 (COVID-19)-related biosafety guidelines for dental clinical practice in the early stage of the pandemic, focusing on quality assessment. METHODS: Electronic (via PubMed, Scopus, Web of Science, Latin American and Caribbean Health Sciences Literature database, Brazilian Library in Dentistry, and Cochrane Library) and gray literature searches were performed for documents published up to May 12, 2020. Guidelines updated until April 17, 2021 were identified. Documents were included as guidelines if they (1) consisted of a set of statements, directions, or principles presenting current or future rules or policy; (2) were developed by government agencies, institutions, organizations, or expert panels; and (3) were related to the general conduct of healthcare activities rather a particular condition. Two researchers, using the Appraisal of Guidelines for Research & Evaluation II, independently extracted the recommendations and evaluated the quality of the guidelines. RESULTS: Twenty-seven documents from 19 countries were included in the review. These documents presented 122 recommendations related to (1) professional biosafety; (2) patients’/companions’ safety; (3) the organization and biosafety of the physical dental facility environment; and (4) the work process in dental care. Overall, the scientific quality of the guidelines was considered low. Some recommendations presented in these guidelines would require further research to establish their effectiveness. CONCLUSIONS: We found a wide variety of biosafety guidelines for dental practice regarding COVID-19 in the early months of the pandemic, but their quality was low. Biosafety recommendations should be frequently updated.",2021-10-22,"Soares, Renata Cristina; Rocha, Juliana Schaia; da Rosa, Saulo Vinicius; Gonçalves, Jéssica Rodrigues da Silva Noll; Condori, Priscilla Lesly Perlas; Ribeiro, Ana Elisa; Moysés, Samuel Jorge; Baldani, Márcia Helena",Epidemiol Health,,,,document_parses/pdf_json/6a0aec49d3d84eb3cc117420c0247e619c592c02.json,document_parses/pmc_json/PMC8920742.xml.json,https://doi.org/10.4178/epih.e2021089; https://www.ncbi.nlm.nih.gov/pubmed/34696570/,239519893.0
fbk48ltt,,Medline; WHO,,10.1055/a-1668-3934,,35345012.0,unk,,2022-04-01,"Wienke, Albrecht",Aktuelle Urologie,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/35345012/; https://doi.org/10.1055/a-1668-3934,247824263.0
1t2gk6or,,Medline,Rat respiratory coronavirus infection: replication in airway and alveolar epithelial cells and the innate immune response.,10.1099/vir.0.014282-0,,19741068.0,unk,"The rat coronavirus sialodacryoadenitis virus (SDAV) causes respiratory infection and provides a system for investigating respiratory coronaviruses in a natural host. A viral suspension in the form of a microspray aerosol was delivered by intratracheal instillation into the distal lung of 6-8-week-old Fischer 344 rats. SDAV inoculation produced a 7 % body weight loss over a 5 day period that was followed by recovery over the next 7 days. SDAV caused focal lesions in the lung, which were most severe on day 4 post-inoculation (p.i.). Immunofluorescent staining showed that four cell types supported SDAV virus replication in the lower respiratory tract, namely Clara cells, ciliated cells in the bronchial airway and alveolar type I and type II cells in the lung parenchyma. In bronchial alveolar lavage fluid (BALF) a neutrophil influx increased the population of neutrophils to 45 % compared with 6 % of the cells in control samples on day 2 after mock inoculation. Virus infection induced an increase in surfactant protein SP-D levels in BALF of infected rats on days 4 and 8 p.i. that subsided by day 12. The concentrations of chemokines MCP-1, LIX and CINC-1 in BALF increased on day 4 p.i., but returned to control levels by day 8. Intratracheal instillation of rats with SDAV coronavirus caused an acute, self-limited infection that is a useful model for studying the early events of the innate immune response to respiratory coronavirus infections in lungs of the natural virus host.",2009,"Funk, C Joel; Manzer, Rizwan; Miura, Tanya A; Groshong, Steve D; Ito, Yoko; Travanty, Emily A; Leete, Jennifer; Holmes, Kathryn V; Mason, Robert J",The Journal of general virology,,,,,,https://doi.org/10.1099/vir.0.014282-0; https://www.ncbi.nlm.nih.gov/pubmed/19741068/,1170212.0
98ciglub,3bd4e7bdd38e54e6687be09d460d710a44b1f3c9,PMC,"The distribution of carbon stocks between tree woody biomass and soil differs between Scots pine and broadleaved species (beech, oak) in European forests",10.1007/s10342-022-01453-9,PMC9021361,35469155,no-cc,"While the impacts of forest management options on carbon (C) storage are well documented, the way they affect C distribution among ecosystem components remains poorly investigated. Yet, partitioning of total forest C stocks, particularly between aboveground woody biomass and the soil, greatly impacts the stability of C stocks against disturbances in forest ecosystems. This study assessed the impact of species composition and stand density on C storage in aboveground woody biomass (stem + branches), coarse roots, and soil, and their partitioning in pure and mixed forests in Europe. We used 21 triplets (5 beech-oak, 8 pine-beech, 8 pine-oak mixed stands, and their respective monocultures at the same sites) in seven European countries. We computed biomass C stocks from total stand inventories and species-specific allometric equations, and soil organic C data down to 40 cm depth. On average, the broadleaved species stored more C in aboveground woody biomass than soil, while C storage in pine was equally distributed between both components. Stand density had a strong effect on C storage in tree woody biomass but not in the soil. After controlling for stand basal area, the mixed stands had, on average, similar total C stocks (in aboveground woody biomass + coarse roots + soil) to the most performing monocultures. Although species composition and stand density affect total C stocks and its partitioning between aboveground woody biomass and soil, a large part of variability in soil C storage was unrelated to stand characteristics. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1007/s10342-022-01453-9.",2022-04-20,"Osei, Richard; del Río, Miren; Ruiz-Peinado, Ricardo; Titeux, Hugues; Bielak, Kamil; Bravo, Felipe; Collet, Catherine; Cools, Corentin; Cornelis, Jean-Thomas; Drössler, Lars; Heym, Michael; Korboulewsky, Nathalie; Löf, Magnus; Muys, Bart; Najib, Yasmina; Nothdurft, Arne; Pretzsch, Hans; Skrzyszewski, Jerzy; Ponette, Quentin",Eur J For Res,,,,document_parses/pdf_json/3bd4e7bdd38e54e6687be09d460d710a44b1f3c9.json,document_parses/pmc_json/PMC9021361.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9021361/,
ig4hsts2,b99136512970c5ad4257f21b5ac40218654de94b,Elsevier; Medline; PMC,"Safety and immunogenicity of a virus-like particle pandemic influenza A (H1N1) 2009 vaccine in a blinded, randomized, placebo-controlled trial of adults in Mexico",10.1016/j.vaccine.2011.07.099,PMC7126971,21816199.0,no-cc,"Virus-like particles (VLPs) can be rapidly developed from influenza virus genetic sequences in order to supply vaccine after the onset of a pandemic. The safety and immunogenicity of one or two doses of a recombinant A (H1N1) 2009 influenza VLP vaccine was evaluated in a two-stage, Phase 2, randomized, double-blind, placebo-controlled study conducted in 4563 healthy adults, 18–64 years of age, during the H1N1 2009 pandemic in Mexico. In Part A, 1013 subjects were randomized into four treatment groups (5 μg, 15 μg, or 45 μg hemagglutinin [HA] VLP vaccine or placebo) and vaccinated 21 days apart, with sera collected on Days 1, 14 and 36 for hemagglutination inhibition (HAI) testing. After review of safety and immunogenicity data from Part A, additional subjects were immunized with a single dose of 15 μg VLP vaccine (N = 2537) or placebo (N = 1011) and assessed for safety in Part B. Results showed the H1N1 2009 VLP vaccine was safe and well-tolerated. Systemic solicited events were similar between placebo and VLP vaccinated groups with no vaccine-related serious adverse events. Dose response trends for solicited local adverse events were observed, with higher incidences of local pain, swelling, tenderness, and redness reported in the higher VLP dose groups (15 μg and 45 μg) compared to the placebo and 5 μg VLP groups following both vaccinations. Although the majority of local AEs were mild in severity, a dose trend in events of moderate or greater severity was also noted for these solicited events. The VLP vaccine groups demonstrated robust HAI immune responses after a single vaccination, with high rates of seroprotection (≥40 HAI titer) in 82–92% of all subjects and in 64–85% of subjects who were seronegative at the time of immunization. HAI geometric mean titers (GMTs), geometric mean ratios (GMRs) and seroconversion rates were also all statistically higher in the VLP groups compared to placebo for both post-baseline time points. Based on these data, additional clinical trials are in development to evaluate influenza vaccine candidate antigens manufactured using Spodoptera frugiperda (Sf9)/baculovirus-based VLP technology.",2011-10-13,"López-Macías, Constantino; Ferat-Osorio, Eduardo; Tenorio-Calvo, Alejandra; Isibasi, Armando; Talavera, Juan; Arteaga-Ruiz, Oscar; Arriaga-Pizano, Lourdes; Hickman, Somia P.; Allende, María; Lenhard, Kathy; Pincus, Steven; Connolly, Kevin; Raghunandan, Ramadevi; Smith, Gale; Glenn, Gregory",Vaccine,,,,document_parses/pdf_json/b99136512970c5ad4257f21b5ac40218654de94b.json,document_parses/pmc_json/PMC7126971.xml.json,https://doi.org/10.1016/j.vaccine.2011.07.099; https://www.ncbi.nlm.nih.gov/pubmed/21816199/; https://www.sciencedirect.com/science/article/pii/S0264410X11011492; https://api.elsevier.com/content/article/pii/S0264410X11011492,938973.0
rkiff550,,Medline,Stay-at-Home Orders and the Common Good.,10.1177/0024363920951659,,33487742,unk,"COVID-19, also known as SARS-CoV-2, began in Wuhan, China, late November or early December, 2019 and has since spread rapidly throughout the globe, being declared a health emergency of international concern a month later and a pandemic on March 11, 2020. It is highly contagious with a death rate up to twelve times that of the flu, even higher where the healthcare systems have been strained. To reduce the spread, states have implemented stay-at-home declarations, limiting social gatherings, and closing churches. However, some have argued that churches are an ""essential service"" and should be reopened in order that the faithful to be able to receive the sacraments, in particular the Eucharist. I will argue that this goes against the Catholic doctrine of the common good and care for the poor and vulnerable. Summary: COVID-19 has caused a pandemic strained health care resources. In response, the US instituted stay-at-home orders which included the closing of places of worship. Within reason, this falls under the Catholic doctrine of the common good and caring for the poor and vulnerable.",2021-02-01,"Jones-Nosacek, Cynthia",The Linacre quarterly,,,,,,https://doi.org/10.1177/0024363920951659; https://www.ncbi.nlm.nih.gov/pubmed/33487742/,225228481.0
bkn5n6xk,,Medline,Conferences Without the Conference Room: Adapting Residency Core Curricula After COVID-19.,10.1016/j.amjms.2020.07.002,,32732080,unk,,2020-07-06,"Koch, Jennifer A; Olges, Jennifer R",The American journal of the medical sciences,,,,,,https://doi.org/10.1016/j.amjms.2020.07.002; https://www.ncbi.nlm.nih.gov/pubmed/32732080/,220887389.0
q5x3bqw2,6f21f2e98c38c8e0490f4ac6724cd5ff30b7e6ca,PMC,Reexamining Medicare Payment Reforms in Light of Covid-19,10.1056/cat.20.0133,PMC7371301,,no-cc,"Beyond the focus on the cost of care and the quality of care, payment reform in the post-Covid era should include a third standard: epidemic mitigation.",2020-05-08,"Koller, Christopher F.; Conway, Patrick H.",NEJM Catal Innov Care Deliv,,,,document_parses/pdf_json/6f21f2e98c38c8e0490f4ac6724cd5ff30b7e6ca.json,document_parses/pmc_json/PMC7371301.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7371301/,
9bskpegg,,WHO,Disability Law and the Case for Evidence-Based Triage in a Pandemic,10.2139/ssrn.3571139,,,unk,"This Essay explains why model policies proposed or adopted in response to the COVID-19 pandemic that allocate scarce medical resources by using medical evidence to pursue two core goals—saving more lives and saving more years of life—are compatible and consonant with disability law. Disability law, properly understood, permits considering medical evidence about patients’ probability of surviving treatment and the quantity of scarce treatments they will likely use. It also permits prioritizing health workers, and considering patients’ post-treatment life expectancy. These factors, when based on medical evidence and not inaccurate stereotypes, are legal to consider even if they disadvantage some patients with specific disabilities. <br><br>It then discusses the ethical advantages of triage policies that use medical evidence to save more lives and years of life, which I call “evidence-based triage,” focusing on the benefits of these policies for patients with disabilities. In doing so, I explain why recent critiques err by treating people with disabilities as a monolith, overlooking the political disadvantages of less-visible victims, and treating the social origins of scarcity as a justification for saving fewer lives. Evidence-based triage parallels other policy responses to the COVID-19 pandemic, like physical distancing and postponement of medical procedures, which may burden patients with specific disabilities or medical conditions but are nevertheless justified because they save more patients.",2020,"Persad, Govind",,,#ppcovidwho-293942,,,,https://doi.org/10.2139/ssrn.3571139,216250406.0
rt0mipwi,30f19c7d6ae57b837686031d931244a3d9c5aeae,Medline; PMC; WHO,"Changes in Health Behaviors, Mental and Physical Health among Older Adults under Severe Lockdown Restrictions during the COVID-19 Pandemic in Spain",10.3390/ijerph18137067,PMC8297096,34281004.0,cc-by,"We used data from 3041 participants in four cohorts of community-dwelling individuals aged ≥65 years in Spain collected through a pre-pandemic face-to-face interview and a telephone interview conducted between weeks 7 to 15 after the beginning of the COVID-19 lockdown. On average, the confinement was not associated with a deterioration in lifestyle risk factors (smoking, alcohol intake, diet, or weight), except for a decreased physical activity and increased sedentary time, which reversed with the end of confinement. However, chronic pain worsened, and moderate declines in mental health, that did not seem to reverse after restrictions were lifted, were observed. Males, older adults with greater social isolation or greater feelings of loneliness, those with poorer housing conditions, as well as those with a higher prevalence of chronic morbidities were at increased risk of developing unhealthier lifestyles or mental health declines with confinement. On the other hand, previously having a greater adherence to the Mediterranean diet and doing more physical activity protected older adults from developing unhealthier lifestyles with confinement. If another lockdown were imposed during this or future pandemics, public health programs should specially address the needs of older individuals with male sex, greater social isolation, sub-optimal housing conditions, and chronic morbidities because of their greater vulnerability to the enacted movement restrictions.",2021-07-01,"García-Esquinas, Esther; Ortolá, Rosario; Gine-Vázquez, Iago; Carnicero, José A.; Mañas, Asier; Lara, Elvira; Alvarez-Bustos, Alejandro; Vicente-Rodriguez, German; Sotos-Prieto, Mercedes; Olaya, Beatriz; Garcia-Garcia, Francisco José; Gusi, Narcis; Banegas, Jose R.; Rodríguez-Gómez, Irene; Struijk, Ellen A.; Martínez-Gómez, David; Lana, Alberto; Haro, Josep María; Ayuso-Mateos, José Luis; Rodríguez-Mañas, Leocadio; Ara, Ignacio; Miret, Marta; Rodríguez-Artalejo, Fernando",Int J Environ Res Public Health,,,,document_parses/pdf_json/30f19c7d6ae57b837686031d931244a3d9c5aeae.json,document_parses/pmc_json/PMC8297096.xml.json,https://doi.org/10.3390/ijerph18137067; https://www.ncbi.nlm.nih.gov/pubmed/34281004/,236140289.0
85if4mnu,738a53e70ef3f5c81eeaa3e8626fcead3e09688c,Elsevier; Medline; PMC,The SARS-CoV S glycoprotein: expression and functional characterization,10.1016/j.bbrc.2003.11.054,PMC7111010,14651994.0,no-cc,"We have cloned, expressed, and characterized the full-length and various soluble fragments of the SARS-CoV (Tor2 isolate) S glycoprotein. Cells expressing S fused with receptor-expressing cells at neutral pH suggesting that the recombinant glycoprotein is functional, its membrane fusogenic activity does not require other viral proteins, and that low pH is not required for triggering membrane fusion; fusion was not observed at low receptor concentrations. S and its soluble ectodomain, S(e), were not cleaved to any significant degree. They ran at about 180–200 kDa in SDS gels suggesting post-translational modifications as predicted by previous computer analysis and observed for other coronaviruses. Fragments containing the N-terminal amino acid residues 17–537 and 272–537 but not 17–276 bound specifically to Vero E6 cells and purified soluble receptor, ACE2, recently identified by M. Farzan and co-workers [Nature 426 (2003) 450–454]. Together with data for inhibition of binding by antibodies developed against peptides from S, these findings suggest that the receptor-binding domain is located between amino acid residues 303 and 537. These results also confirm that ACE2 is a functional receptor for the SARS virus and may help in the elucidation of the mechanisms of SARS-CoV entry and in the development of vaccine immunogens and entry inhibitors.",2003-12-26,"Xiao, Xiaodong; Chakraborti, Samitabh; Dimitrov, Anthony S; Gramatikoff, Kosi; Dimitrov, Dimiter S",Biochem Biophys Res Commun,,,,document_parses/pdf_json/738a53e70ef3f5c81eeaa3e8626fcead3e09688c.json,document_parses/pmc_json/PMC7111010.xml.json,https://www.sciencedirect.com/science/article/pii/S0006291X03024136; https://www.ncbi.nlm.nih.gov/pubmed/14651994/; https://api.elsevier.com/content/article/pii/S0006291X03024136,10221214.0
zumbi31i,,WHO,Population-level COVID-19 mortality risk for non-elderly individuals overall and for non-elderly individuals without underlying diseases in pandemic epicenters,,,,unk,"OBJECTIVE: To provide estimates of the relative rate of COVID-19 death in people <65 years old versus older individuals in the general population, the absolute risk of COVID-19 death at the population level during the first epidemic wave, and the proportion of COVID-19 deaths in non-elderly people without underlying diseases in epicenters of the pandemic. ELIGIBLE DATA: Cross-sectional survey of countries and US states with at least 800 COVID-19 deaths as of April 24, 2020 and with information on the number of deaths in people with age <65. Data were available for 14 countries (Belgium, Canada, France, Germany, India, Ireland, Italy, Mexico, Netherlands, Portugal, Spain, Sweden, Switzerland, UK) and 13 US states (California, Connecticut, Florida, Georgia, Illinois, Indiana, Louisiana, Maryland, Massachusetts, Michigan, New Jersey, New York, Pennsylvania). We also examined available data on COVID-19 deaths in people with age <65 and no underlying diseases. MAIN OUTCOME MEASURES: Proportion of COVID-19 deaths in people <65 years old; relative mortality rate of COVID-19 death in people <65 versus &#8805;65 years old; absolute risk of COVID-19 death in people <65 and in those &#8805;80 years old in the general population as of June 17, 2020; absolute COVID-19 mortality rate expressed as equivalent of mortality rate from driving a motor vehicle. RESULTS: Individuals with age <65 account for 4.5-11.2% of all COVID-19 deaths in European countries and Canada, 8.3-22.7% in the US locations, and were the majority in India and Mexico. People <65 years old had 30- to 100-fold lower risk of COVID-19 death than those &#8805;65 years old in 11 European countries and Canada, 16- to 52-fold lower risk in US locations, and less than 10-fold in India and Mexico. The absolute risk of COVID-19 death as of June 17, 2020 for people <65 years old in high-income countries ranged from 10 (Germany) to 349 per million (New Jersey) and it was 5 per million in India and 96 per million in Mexico. The absolute risk of COVID-19 death for people &#8805;80 years old ranged from 0.6 (Florida) to 17.5 per thousand (Connecticut). The COVID-19 mortality rate in people <65 years old during the period of fatalities from the epidemic was equivalent to the mortality rate from driving between 4 and 82 miles per day for 13 countries and 5 states, and was higher (equivalent to the mortality rate from driving 106-483 miles per day) for 8 other states and the UK. People <65 years old without underlying predisposing conditions accounted for only 0.7-3.6% of all COVID-19 deaths in France, Italy, Netherlands, Sweden, Georgia, and New York City and 17.7% in Mexico. CONCLUSIONS: People <65 years old have very small risks of COVID-19 death even in pandemic epicenters and deaths for people <65 years without underlying predisposing conditions are remarkably uncommon. Strategies focusing specifically on protecting high-risk elderly individuals should be considered in managing the pandemic.",2020,"Ioannidis, John P A; Axfors, Cathrine; Contopoulos-Ioannidis, Despina G",Environ Res,,#626924,,,,,215782061.0
pn1ekhxb,,WHO,Sars-Cov-2 Infection Screening Using Two Serological Testing Methods,,,,unk,"The challenges associated with adequate deployment of nucleic acid amplification tests (NAATs) in developing countries underscores the important role of simple but sensitive and specific serological testing kits in COVID-19 diagnosis Presently, there are a number of point-of-care tests for Severe Acute Respiratory Syndrome Corona Virus-2 (SARS-CoV-2) screening However, the reliability of these test kits is poorly documented and hence, needs to be ascertained This study was therefore designed to determine the sensitivity and specificity of two serological test kits for COVID-19 screening with the view to providing necessary information on the suitability of their deployment as routine test kits for SARS-CoV-2 in Nigeria Forty-seven (47) asymptomatic adults who had been tested for SARS-CoV-2 with the real-time reverse-transcriptase polymerase-chain reaction (RT-PCR) were enrolled into this study Blood samples were obtained for qualitative determination of serum IgM and IgG antibodies to the S-antigen of SARS-CoV-2 using a commercially available IgM and IgG Rapid Diagnostic Test (RDT) and enzyme linked immunosorbent assay (ELISA) The association between the test kits (ELISA and RDT) and PCR in diagnosing COVID-19 was determined using the Fisher's Exact test at P&lt;0 05 The sensitivity and specificity of the test kits were determined using ROC while the Positive Predictive Value (PPV), Negative Predictive Value (NPV), Positive Likelihood Ratio (PLR), Negative Likelihood Ratio (NLR), Diagnostic Odds Ratio (DOR) and accuracy were calculated as appropriate Twenty-eight (59 6%) of the study participants had positive PCR result ELISA and RDT identified 20 (42 6%) and 13 (27 7%) participants respectively as having anti- SARS COV-2 specific antibodies ELISA had a better sensitivity performance, NPV, PLR, DOR and accuracy than the RDT while the RDT had a better specificity performance than ELISA The proportion of participants with anti-SARS-CoV-2 IgM antibody identified using ELISA was significantly higher compared with RDT In contrast, the proportion of participants with positive anti- SARS COV-2 IgG antibody identified using RDT was significantly higher compared with ELISA ELISA has a better sensitivity for detecting anti-SARS-CoV-2 Spike-protein specific antibodies than the RDT However, combination of RDT and ELISA for the detection of anti-SARS-COV-2 antibodies might be useful for population COVID-19 screening",2020,"Arinola, O. G.; Edem, V. F.; Rahamon, S. K.; Yaqub, S. A.; Fashina, A. O.; Alonge, T. O.",Nigerian Journal of Physiological Sciences,,#1232789,,,,,234781038.0
2s18qn1o,f46d27a2e034b562e1ef89593986cb32f3e013e3,Elsevier; Medline; PMC; WHO,Are vanadium complexes druggable against the main protease mpro of sars-cov-2? – a computational approach,10.1016/j.ica.2021.120287,PMC7875704,33589845.0,els-covid,"In silico techniques helped explore the binding capacities of the SARS-CoV-2 main protease (Mpro) for a series of metalloorganic compounds. Along with small size vanadium complexes a vanadium-containing derivative of the peptide-like inhibitor N3 (N-[(5-methylisoxazol-3-yl)carbonyl]alanyl-l-valyl-N1-((1R,2Z)-4-(benzyloxy)-4-oxo-1-{[(3R)-2-oxopyrrolidin-3-yl] methyl }but-2-enyl)-l-leucinamide) was designed from the crystal structure with PDB entry code 6LU7. On theoretical grounds our consensus docking studies evaluated the binding affinities at the hitherto known binding site of Mpro for binding vanadium complexes. The site is an evolutionarily fold unit which is structurally conserved among proteins belonging to the same enzyme class (EC 3). The highly conserved sequence of the SARS-CoV-2 protease Mpro has a Cys-His dyad at the catalytic site that are characteristic of metal-dependent or metal-inhibited hydrolases. Therefore, Mpro was superimposed to the human protein-tyrosine phosphatase 1B (hPTP1B) which is a key regulator at an early stage in the signalling cascade of the insulin hormone for glucose uptake into cells. Comparatively, the vanadium-ligand binding site of hPTP1B is located in a larger groove on the surface of Mpro. Vanadium constitutes a well-known phosphate analogue. Hence, its study offers possibilities to design promising vanadium-containing binders to SARS-CoV-2. Given the favourable physicochemical properties of vanadium nuclei, such organic vanadium complexes could become drugs not only for pharmacotherapy but also diagnostic tools for early infection detection in patients. This work presents the in silico design of a potential lead vanadium compound. It was tested along with 20 other vanadium-containing complexes from the literature in a virtual screening test by docking against the inhibition of Mpro of SARS-CoV-2.",2021-02-11,"Scior, Thomas; Abdallah, Hassan H.; Fatimah Zaharah Mustafa, Siti; Antonio Guevara-García, José; Rehder, Dieter",Inorganica Chim Acta,,,,document_parses/pdf_json/f46d27a2e034b562e1ef89593986cb32f3e013e3.json,,https://doi.org/10.1016/j.ica.2021.120287; https://www.sciencedirect.com/science/article/pii/S0020169321000438?v=s5; https://api.elsevier.com/content/article/pii/S0020169321000438; https://www.ncbi.nlm.nih.gov/pubmed/33589845/,231875639.0
5tcek4kh,b8c17b4db9447928d170570a506674b77220b1c2,Elsevier; Medline; PMC; WHO,Possible Benefits of Zinc supplement in CVD and COVID-19 Comorbidity,10.1016/j.jiph.2021.09.022,PMC8489295,34649043.0,no-cc,"As far as comorbidity is concerned, cardiovascular diseases (CVD) appear to be accounted for the highest prevalence, severity, and fatality among COVID 19 patients. A wide array of causal links connecting CVD and COVID-19 baffle the overall prognosis as well as the efficacy of the given therapeutic interventions. At the centre of this puzzle lies ACE2 that works as a receptor for the SARS-CoV-2, and functional expression of which is also needed to minimize vasoconstriction otherwise would lead to high blood pressure. Furthermore, SARS-CoV-2 infection seems to reduce the functional expression of ACE2. Given these circumstances, it might be advisable to consider a treatment plan for COVID-19 patients with CVD in an approach that would neither aggravate the vasodeleterious arm of the renin-angiotensinogen-aldosterone system (RAAS) nor compromise the vasoprotective arm of RAAS but is effective to minimize or if possible, inhibit the viral replication. Given the immune modulatory role of Zn in both CVD and COVID-19 pathogenesis, zinc supplement to the selective treatment plan for CVD and COVID-19 comorbid conditions, to be decided by the clinicians depending on the cardiovascular conditions of the patients, might greatly improve the therapeutic outcome. Notably, ACE2 is a zinc metalloenzyme and zinc is also known to inhibit viral replication.",2021-10-04,"Manjurul Karim, Muhammad; Sultana, Shahnaz; Sultana, Rokaia; Rahman, Mohammad Tariqur",J Infect Public Health,,,,document_parses/pdf_json/b8c17b4db9447928d170570a506674b77220b1c2.json,document_parses/pmc_json/PMC8489295.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/34649043/; https://www.sciencedirect.com/science/article/pii/S1876034121003130?v=s5; https://api.elsevier.com/content/article/pii/S1876034121003130; https://doi.org/10.1016/j.jiph.2021.09.022,238261087.0
vru1a0or,,WHO,"Clinical evaluation of an automated, rapid mariPOC(R) antigen test in screening of symptomatics and asymptomatics for SARS-CoV-2 infections",,,,unk,"A novel automated mariPOC(R) SARS-CoV-2 antigen test was evaluated in a Health care center laboratory among symptomatic and asymptomatic individuals seeking SARS-CoV-2 testing. According to the national testing strategy, RT-PCR was used as a reference method. A total of 962 subjects were included in this study, 4.8% (46/962) of their samples were SARS-CoV-2 RT-PCR positive, and 87% (40/46) of these were from symptomatics. Among the symptomatics, the overall sensitivity of the mariPOC(R) SARS-CoV-2 test was 82.5% (33/40), though the sensitivity increased to 97.1% (33/34) in samples with a Ct value <30. The mariPOC(R) SARS-CoV-2 test detected 2/6 PCR positive samples among the asymptomatics, four cases that remained antigen test negative had Ct values between 28 and 36. The specificity of the mariPOC(R) SARS-CoV-2 test was 100% (916/916). The evaluation showed that the mariPOC(R) SARS-CoV-2 rapid antigen test is very sensitive and specific for the detection of individuals who most probably are contagious.",2022,"Gunell, Marianne; Rantasarkka, Kaisa; Arjonen, Rita; Sanden, Antti; Vuorinen, Tytti",,,#ppmedrxiv-22273686,,,,,248396807.0
tmf35ixj,,WHO,"COVID-19 impact, sustainability performance and firm value: international evidence",,,,unk,"Abstract We examine the impact of COVID-19 on changes in firm value, and the moderating role of firm-level sustainability performance on this relationship We find that firms domiciled in countries where the COVID-19 impact is more devastating experienced greater decline in firm value The negative impact of COVID-19 on firm value is less pronounced for firms with better sustainability performance Firms domiciled in countries with higher levels of environmental- and stakeholder-value-oriented culture experienced less decline in firm value from the impact of COVID-19 Findings suggest a firm?s stakeholder-value orientation contributes to preserving a firm?s value when general stakeholder value declines",2021,"Bose, Sudipta Shams Syed Ali Muhammad Jahangir Mihret Dessalegn",Accounting &amp; Finance,,#1223434,,,,,233749426.0
